,network_source,tweet,date,compound_score,pos_score,neu_score,neg_score
176,Fox News,"Original Charlie's Angel @realjaclynsmith talks to @HarveyLevinTMZ about her family, friendships and experiences in… https://t.co/GjDrfJats3",Thu Aug 30 15:57:38 +0000 2018,0.5994,0.274,0.726,0.0
177,Fox News,"Democrats call for delay, accuse GOP of withholding past Kavanaugh documents; @pdoocy reports… https://t.co/mY03CDS3GD",Thu Aug 30 15:52:57 +0000 2018,-0.4767,0.0,0.745,0.255
178,Fox News,DOJ sides with Asian-American students alleging discrimination at Harvard https://t.co/NAXDMNE0tl,Thu Aug 30 15:45:01 +0000 2018,0.0,0.0,1.0,0.0
179,Fox News,"Winter will be 'teeth-chattering' cold, have plenty of snow, Farmers' Almanac claims https://t.co/vreb5HIHrF",Thu Aug 30 15:30:00 +0000 2018,0.0,0.0,1.0,0.0
180,The New York Times,The Postal Service blamed “human error” for the release of a Democratic House candidate’s security clearance form —… https://t.co/5J1i0A00OR,Thu Aug 30 17:42:47 +0000 2018,-0.1779,0.112,0.744,0.144
181,The New York Times,"RT @TimHerrera: Asking for a raise is difficult, uncomfortable and can be packed with hidden subtext. Here’s a guide on exactly how to do i…",Thu Aug 30 17:30:07 +0000 2018,-0.6249,0.0,0.805,0.195
182,The New York Times,"A fertility doctor admitted to using his sperm on unwitting women. Decades later, his biological children want answ… https://t.co/DquuJCp944",Thu Aug 30 17:15:04 +0000 2018,0.1779,0.144,0.856,0.0
183,The New York Times,RT @tmagazine: Has this neighborhood in Seoul figured out the secret to slow living? https://t.co/enRMoIJnAB https://t.co/IEzxamCH7I,Thu Aug 30 17:00:10 +0000 2018,0.0,0.0,1.0,0.0
184,The New York Times,"Orlando has long been a leading tourist destination. Now, it is vying for another distinction: to be a pioneer in w… https://t.co/jeXGBZ1J39",Thu Aug 30 16:45:07 +0000 2018,0.0,0.0,1.0,0.0
185,The New York Times,A new government proposal in England would ban the sale of energy drinks like Red Bull to children https://t.co/quWEHb0nlD,Thu Aug 30 16:30:07 +0000 2018,0.0,0.198,0.647,0.155
186,The New York Times,"Students in Ohio were instructed to select 8 passengers from a list of racially, ethnically and religiously diverse… https://t.co/gMtky8BL9n",Thu Aug 30 16:15:10 +0000 2018,0.0,0.0,1.0,0.0
187,The New York Times,"In Opinion

Contributing opinion writer Roxane Gay writes: ""We spend so little energy thinking about justice for vi… https://t.co/1PHQBrKrsg",Thu Aug 30 16:00:11 +0000 2018,0.6689,0.244,0.756,0.0
188,The New York Times,"""The only way to exorcise the hatred in your heart is to find some measure of forgiveness — for yourself."" https://t.co/s64uBAvv9k",Thu Aug 30 15:45:06 +0000 2018,-0.4767,0.086,0.741,0.173
189,The New York Times,"New York City was briefly relabeled as ""Jewtropolis"" on Snapchat and other popular apps on Thursday morning https://t.co/HFIRd00ifm",Thu Aug 30 15:30:05 +0000 2018,0.4215,0.141,0.859,0.0
190,The New York Times,"Participation in youth football continues to drop, and studies continue to link the sport to brain injury. How much… https://t.co/hXECU6ZDqB",Thu Aug 30 15:15:10 +0000 2018,-0.5994,0.0,0.786,0.214
191,The New York Times,"RT @NYTSports: Alizé Cornet walked on to the tennis court with her shirt on backward. When she took it off to turn it around, she ignited a…",Thu Aug 30 15:00:10 +0000 2018,0.0,0.0,1.0,0.0
192,The New York Times,"""I really, really, really, really need to get her to a hospital A.S.A.P,"" he said about his wife. The call-taker to… https://t.co/0FKYzvfjBJ",Thu Aug 30 14:44:01 +0000 2018,0.0,0.0,1.0,0.0
193,The New York Times,"RT @nytimesworld: Across Australia are scattered 350 Big Things, like the Big Beer Can and the Big Pineapple. They are funny, but some are…",Thu Aug 30 14:30:05 +0000 2018,0.4019,0.144,0.856,0.0
194,The New York Times,"Paul Taylor brought a lyrical musicality, capacity for joy and wide poetic imagination to modern dance over six dec… https://t.co/m0x3SBichU",Thu Aug 30 14:16:05 +0000 2018,0.5859,0.174,0.826,0.0
195,The New York Times,Breaking News: Students suing Harvard over affirmative action policies they say discriminate against Asian-American… https://t.co/c3NaiLUhcE,Thu Aug 30 14:06:34 +0000 2018,-0.2732,0.0,0.87,0.13
196,The New York Times,The EU said that the bloc would be willing to remove all tariffs on cars and other industrial products as part of a… https://t.co/UPfk8HNR1f,Thu Aug 30 14:00:07 +0000 2018,0.0,0.0,1.0,0.0
197,The New York Times,A coastal town on the South Island of New Zealand may ban cats to protect other species https://t.co/6Se9QudEYF,Thu Aug 30 13:46:01 +0000 2018,-0.25,0.123,0.708,0.17
198,The New York Times,RT @maggieNYT: Trump and Cohen were discussing buying decades of info about Trump as Trump prepared for a potential electoral loss and retu…,Thu Aug 30 13:30:15 +0000 2018,-0.1027,0.079,0.826,0.095
199,The New York Times,"Prince Harry sang a line from ""Hamilton"" at the end of a charity performance in London on Wednesday https://t.co/SfR61zcG9W",Thu Aug 30 13:16:00 +0000 2018,0.4215,0.149,0.851,0.0
200,BBC News (World),"RT @BBCNews: ""We see greater opportunities for British businesses in Kenya in the future,"" Theresa May's says while on a trip to the countr…",Thu Aug 30 10:25:21 +0000 2018,0.6249,0.195,0.805,0.0
201,BBC News (World),"RT @BBCSteveR: Russia’s defence ministry says that from September 1st it will hold military exercises in the Mediterranean, involving 25 sh…",Thu Aug 30 09:54:21 +0000 2018,0.1027,0.065,0.935,0.0
202,BBC News (World),"RT @BBC_HaveYourSay: Should you deal with work emails on your commute?

We'd love to hear from you.

Get in touch via:

📱WhatsApp +44 7555…",Thu Aug 30 09:38:34 +0000 2018,0.6369,0.154,0.846,0.0
203,BBC News (World),"RT @BBCSport: Happy #UCLdraw day!

Here's who could be grouped with who - and everything else you need to know ahead of the Champions Leagu…",Thu Aug 30 08:43:38 +0000 2018,0.8122,0.251,0.749,0.0
204,BBC News (World),"RT @BBCSteveR: Never seen so many happy, smiling pensioners in the Russian papers. The pro-Kremlin press praises Putin’s proposals for rais…",Thu Aug 30 07:57:07 +0000 2018,0.892,0.372,0.628,0.0
205,BBC News (World),RT @BBCStreeter: The accountancy giant PwC says it’s ditching fixed working hours for new staff. If you could work when you want would you…,Thu Aug 30 07:10:14 +0000 2018,0.0772,0.053,0.947,0.0
206,BBC News (World),Rohingya crisis: Myanmar leader Suu Kyi 'should have resigned' https://t.co/Z0MUnlBdPL,Thu Aug 30 03:40:32 +0000 2018,-0.7269,0.0,0.567,0.433
207,BBC News (World),What are the US-South Korea war games? https://t.co/Fe88ZWDtRf,Thu Aug 30 03:07:23 +0000 2018,-0.5994,0.0,0.642,0.358
208,BBC News (World),Chemnitz protests: Germany to probe leak sparking mob violence https://t.co/QCrqoG7ssb,Thu Aug 30 01:27:36 +0000 2018,-0.8126,0.0,0.455,0.545
209,BBC News (World),Judge rules Utah woman legally married to deceased partner https://t.co/9zxRSzJ4JS,Thu Aug 30 00:49:12 +0000 2018,0.1027,0.135,0.865,0.0
210,BBC News (World),From catcalls to murder: What female joggers face on every run https://t.co/gjmRBbjorE,Thu Aug 30 00:18:51 +0000 2018,-0.6908,0.0,0.701,0.299
211,BBC News (World),Letter from Africa: Should Ghanaian women be limited to three babies? https://t.co/HwG0br8SIp,Wed Aug 29 23:40:16 +0000 2018,-0.2263,0.0,0.853,0.147
212,BBC News (World),Pope Francis faces twin battle in Church split over sexual abuse https://t.co/ZGO27MlqIe,Wed Aug 29 23:29:13 +0000 2018,-0.7783,0.0,0.595,0.405
213,BBC News (World),US woman's boyfriend 'cut brakes before deadly crash' https://t.co/seb5eWQkb8,Wed Aug 29 22:02:07 +0000 2018,-0.5859,0.0,0.593,0.407
214,BBC News (World),Argentina asks IMF to release $50bn loan as crisis worsens https://t.co/lwUGUe84ck,Wed Aug 29 20:24:47 +0000 2018,-0.802,0.0,0.556,0.444
215,BBC News (World),RT @BBCNewsAsia: Why a village in New Zealand is trying to ban all cats https://t.co/p5E8Nzrbzz,Wed Aug 29 20:16:16 +0000 2018,-0.5574,0.0,0.783,0.217
216,BBC News (World),Yemen conflict: Coalition rejects UN human rights report https://t.co/ILICgivFBI,Wed Aug 29 19:17:05 +0000 2018,-0.6705,0.0,0.56,0.44
217,BBC News (World),RT @BBCNews: Reality Check: How does Africa trade with the EU? https://t.co/OawTFARuvR,Wed Aug 29 18:34:18 +0000 2018,0.0,0.0,1.0,0.0
218,BBC News (World),RT @BBCNorthAmerica: 300 endangered sea turtles found dead off the coast of Mexico https://t.co/qfkTiV2ZcP,Wed Aug 29 18:05:49 +0000 2018,-0.6486,0.0,0.751,0.249
219,BBC News (World),RT @BBCNorthAmerica: Hunter killed in attack by a polar bear and cub in Canada https://t.co/wiQwJS9WNo,Wed Aug 29 18:05:24 +0000 2018,-0.8225,0.0,0.612,0.388
220,CBS News,"Jailed NSA leaker Reality Winner thanks President Trump for tweeting that her sentence seemed like a ""so unfair"" do… https://t.co/HBm45GaNU6",Thu Aug 30 12:49:55 +0000 2018,0.3201,0.342,0.424,0.234
221,CBS News,WATCH: A Texas woman who was caught on home surveillance camera ringing a doorbell in the middle of the night has b… https://t.co/7m318798dg,Thu Aug 30 12:30:13 +0000 2018,0.0,0.0,1.0,0.0
222,CBS News,"Sen. Lindsey Graham says President Trump's stand on John McCain ""pisses me off to no end"" https://t.co/I8ev1mAxWB https://t.co/OfA0hrBlX4",Thu Aug 30 12:00:01 +0000 2018,-0.5574,0.0,0.777,0.223
223,CBS News,"RT @CBSThisMorning: WATCH: Former NSA contractor and Air Force linguist Reality Winner tells @CBSThisMorning she ""deeply"" regrets leaking d…",Thu Aug 30 11:53:27 +0000 2018,0.3182,0.163,0.73,0.107
224,CBS News,"RT @CBSThisMorning: ""You know what I've learned in my time here? Is that you can disagree with someone until you're blue in the face. You c…",Thu Aug 30 11:52:40 +0000 2018,-0.3818,0.0,0.906,0.094
225,CBS News,RT @CBSThisMorning: Former NSA contractor and Air Force linguist Reality Winner is serving more than five years in prison for leaking a cla…,Thu Aug 30 11:41:43 +0000 2018,0.128,0.14,0.738,0.122
226,CBS News,"John McCain's 106-year-old mother, Roberta, will attend his Washington memorial services https://t.co/NvU1fh8ycR https://t.co/TZEv8ve6Ws",Thu Aug 30 11:40:19 +0000 2018,0.0,0.0,1.0,0.0
227,CBS News,RT @CBSThisMorning: What Sen. Graham would tell POTUS: You've got a lot of people you think are treating you unfairly. Fight back. But you'…,Thu Aug 30 11:29:16 +0000 2018,-0.3818,0.0,0.894,0.106
228,CBS News,"RT @CBSThisMorning: Did you call the president and tell him to bring the flag back down to half-staff? -- @JDickerson

""No, but I called so…",Thu Aug 30 11:29:09 +0000 2018,0.0,0.0,1.0,0.0
229,CBS News,"RT @CBSThisMorning: ""It bothers me greatly when the president says things about John McCain. It pisses me off to no end and I let the presi…",Thu Aug 30 11:29:03 +0000 2018,-0.6597,0.0,0.775,0.225
230,CBS News,Cleveland Browns drop linebacker Mychal Kendricks after admits he engaged in insider trading https://t.co/8Qm8LgQh4a https://t.co/Uk8fn2mSeF,Thu Aug 30 11:19:30 +0000 2018,0.4215,0.258,0.632,0.111
231,CBS News,"RT @CBSThisMorning: If you back in the Senate, could pass some legislation... what would you try and get passed? -- @JDickerson

""Immigrati…",Thu Aug 30 11:19:26 +0000 2018,0.0,0.0,1.0,0.0
232,CBS News,"Kanye West apologized on a Chicago radio station for calling slavery a ""choice"" https://t.co/uBIg3fX52C https://t.co/d4SKW42Ix3",Thu Aug 30 10:59:43 +0000 2018,-0.5423,0.127,0.608,0.265
233,CBS News,The debate over workplace temperatures heats up the political stage. @CBSThisMorning will look at the science behin… https://t.co/yn7N5VpGbf,Thu Aug 30 10:51:37 +0000 2018,0.0,0.0,1.0,0.0
234,CBS News,AHEAD: @CBSThisMorning will talk to former NSA contractor Reality Winner from jail. This is her first TV interview… https://t.co/zerIg3MuFv,Thu Aug 30 10:48:24 +0000 2018,0.5859,0.174,0.826,0.0
235,CBS News,RT @CBSThisMorning: Here's a preview of what we're working on this morning. https://t.co/FgK5H9leSn,Thu Aug 30 10:41:56 +0000 2018,0.0,0.0,1.0,0.0
236,CBS News,Family of black Texas teen shot dead by white cop says sentence too short https://t.co/WMkKue5aPi https://t.co/bKHr00wiwI,Thu Aug 30 10:40:03 +0000 2018,-0.6124,0.066,0.714,0.219
237,CBS News,There could be a record number of women senators after 2018: https://t.co/S6oH0Kr85v https://t.co/u0EtUPaDCV,Thu Aug 30 10:19:58 +0000 2018,0.0772,0.106,0.894,0.0
238,CBS News,Putin scales back pension reform plan as approval rating dips https://t.co/TFJev02CLy https://t.co/n4kgKMlNGA,Thu Aug 30 10:03:04 +0000 2018,0.4767,0.22,0.78,0.0
239,CBS News,Astronaut Robb Kulin quits NASA training – a first in 50 years https://t.co/sKgFSS6nTL https://t.co/0o5NNlAzUs,Thu Aug 30 09:48:03 +0000 2018,0.0,0.0,1.0,0.0
240,CNN,A New Zealand village wants to ban cats to protect native wild animals https://t.co/brKdun8Uwx,Thu Aug 30 15:10:05 +0000 2018,-0.25,0.151,0.64,0.209
241,CNN,Technology is changing the way we see our doctors. But is that making us better or worse off? https://t.co/CmBFZbQOsd,Thu Aug 30 15:00:08 +0000 2018,-0.0516,0.126,0.739,0.135
242,CNN,A 35-year-old sergeant first class in the US Army pleaded guilty in federal court to four counts of attempting to p… https://t.co/5w3sdOBJ8o,Thu Aug 30 14:50:03 +0000 2018,-0.4215,0.0,0.877,0.123
243,CNN,"These are some of the best (and most Instagram-friendly) frozen treats you can get in New York City, from flash fro… https://t.co/bdO2d9GXEg",Thu Aug 30 14:40:00 +0000 2018,0.6369,0.167,0.833,0.0
244,CNN,"China's top search engine is suing a comedian, demanding damages and a public apology, after he mocked the company… https://t.co/mMMfG6MVTB",Thu Aug 30 14:30:07 +0000 2018,-0.5574,0.217,0.426,0.357
245,CNN,Republican members of Congress continue to strongly advise that President Trump should not fire Attorney General Je… https://t.co/PJcyr80Sm8,Thu Aug 30 14:20:07 +0000 2018,0.4829,0.205,0.795,0.0
246,CNN,"The US is denying passports to a growing number of Hispanic Americans in South Texas, the Washington Post reports… https://t.co/RZHaPivpO2",Thu Aug 30 14:10:10 +0000 2018,-0.1027,0.14,0.748,0.112
247,CNN,The calls for one of the world's most powerful Catholics to resign are increasingly coming from Catholics who play… https://t.co/vwOPldQ9W5,Thu Aug 30 14:10:08 +0000 2018,0.1761,0.132,0.766,0.102
248,CNN,A 20-year-old Syrian man has been badly beaten in an attack in Germany as the country braced for more anti-migrant… https://t.co/YpNA8HY6ZJ,Thu Aug 30 14:00:12 +0000 2018,-0.8402,0.0,0.654,0.346
249,CNN,A finger poking through a manhole cover alerted rescuers in Wisconsin to an 11-year-old boy swept away by floodwate… https://t.co/XSpwMwJdUD,Thu Aug 30 13:55:05 +0000 2018,0.0,0.0,1.0,0.0
250,CNN,"Remember that baby Trump blimp that flew over London? One man, describing himself as a free speech advocate, is now… https://t.co/GQNJq09QpI",Thu Aug 30 13:45:56 +0000 2018,0.5106,0.148,0.852,0.0
251,CNN,"Here's what's streaming on Netflix, Hulu and Amazon Prime in September https://t.co/ethKl08tOa https://t.co/KDK7KBpseP",Thu Aug 30 13:32:03 +0000 2018,0.1779,0.124,0.876,0.0
252,CNN,"Ever heard of a mud volcano? They bubble up and can send gas, water, fire and, yes, mud into the air… https://t.co/cIV77KxrMN",Thu Aug 30 13:30:00 +0000 2018,0.0772,0.112,0.788,0.1
253,CNN,That time Aretha Franklin was the best wedding singer https://t.co/bJw3YglAJX https://t.co/DzPcfh1N0K,Thu Aug 30 13:21:42 +0000 2018,0.6369,0.296,0.704,0.0
254,CNN,Prince Harry stole the show when he sang one of King George's lines at Hamilton last night https://t.co/J0yCNEEGpE https://t.co/yH0ZFKpH2T,Thu Aug 30 13:10:12 +0000 2018,0.0,0.0,1.0,0.0
255,CNN,"Today's top business headlines before the opening bell on Wall Street:

- Wall Street rally continues

- US-Canada… https://t.co/Bw4MZc3cCQ",Thu Aug 30 13:02:55 +0000 2018,0.2023,0.101,0.899,0.0
256,CNN,"""Since he's taken office he's governed like a Republican,"" says New York governor candidate Cynthia Nixon of her op… https://t.co/jQbo77PDz0",Thu Aug 30 12:55:59 +0000 2018,0.3612,0.122,0.878,0.0
257,CNN,Technology is changing the way we see our doctors. But is that making us better or worse off? https://t.co/bVHrvvfdye,Thu Aug 30 12:42:25 +0000 2018,-0.0516,0.126,0.739,0.135
258,CNN,Jehovah's Witnesses are a tiny minority in South Korea. But they make up the majority of the thousands who have bee… https://t.co/O5I9CuECyW,Thu Aug 30 12:28:57 +0000 2018,0.0,0.0,1.0,0.0
259,CNN,Mother of 9-year-old who took his life after she says he was bullied at school: “We have to stop hating each other.… https://t.co/xfsl1OSlcz,Thu Aug 30 12:15:42 +0000 2018,-0.8625,0.0,0.676,0.324
260,Fox News,British fisherman call on Navy to protect them from aggressive French rivals in 'Scallop Wars' https://t.co/eKjcQXzdfS,Thu Aug 30 15:20:00 +0000 2018,-0.3818,0.125,0.625,0.25
261,Fox News,Honoring John McCain: @BretBaier and @marthamaccallum are live in Washington D.C. with special coverage of John McC… https://t.co/MChpKXsaza,Thu Aug 30 15:10:00 +0000 2018,0.7184,0.273,0.727,0.0
262,Fox News,"CNN fires back at Trump, stands by controversial story: ‘CNN does not lie’ https://t.co/N0CWzUHd2E",Thu Aug 30 15:05:00 +0000 2018,-0.2023,0.0,0.878,0.122
263,Fox News,"Name a Supreme Court justice? More than half of Americans can't, survey says https://t.co/jQMVAN4JnV",Thu Aug 30 15:00:02 +0000 2018,0.7906,0.389,0.611,0.0
264,Fox News,Convicted leaker Chelsea Manning to be barred from entering Australia https://t.co/XgJg7XPXq2,Thu Aug 30 14:55:00 +0000 2018,0.0,0.0,1.0,0.0
265,Fox News,"Natalie Wood's screams heard on night she vanished from yacht, witness claims https://t.co/pykBIt0Xo6",Thu Aug 30 14:45:00 +0000 2018,-0.296,0.0,0.845,0.155
266,Fox News,John McCain's 'spunky' 106-year-old mother to attend his services https://t.co/SyijAGQDfQ,Thu Aug 30 14:30:00 +0000 2018,0.0,0.0,1.0,0.0
267,Fox News,"Wisconsin couple kept their children in makeshift cages, police say https://t.co/o8oAxhtKWx",Thu Aug 30 14:25:00 +0000 2018,0.0,0.0,1.0,0.0
268,Fox News,.@kayleighmcenany: “President Trump can mobilize the base and can defy history.” @AmericaNewsroom https://t.co/zke0SC9aDU,Thu Aug 30 14:20:00 +0000 2018,0.0,0.0,1.0,0.0
269,Fox News,Army arms Bradleys with new weapons to attack enemy helicopters https://t.co/L2JEkkDHuB,Thu Aug 30 14:15:00 +0000 2018,-0.8591,0.0,0.457,0.543
270,Fox News,John McCain memorial service held in Phoenix today https://t.co/nAPLsWXIVi @AmericaNewsroom https://t.co/pps7PmMoDK,Thu Aug 30 14:03:00 +0000 2018,0.0,0.0,1.0,0.0
271,Fox News,"Emmett Till's classmate, 'girlfriend' speaks out for first time, says he was 'nice kid with a nice smile' https://t.co/T75xflUAtu",Thu Aug 30 14:00:03 +0000 2018,0.7964,0.351,0.649,0.0
272,Fox News,Security Guard Pardoned on Gun Charge Achieves Dream of Becoming a Cop https://t.co/WKljKctVXX,Thu Aug 30 13:55:00 +0000 2018,0.4404,0.377,0.479,0.144
273,Fox News,Pastor's wife posts online tribute after loss of 'amazing husband' https://t.co/kHRcWZguVI,Thu Aug 30 13:45:00 +0000 2018,0.3612,0.252,0.596,0.152
274,Fox News,Parents of baby misdiagnosed with terminal brain condition in utero left fate 'in God's hands' @foxandfriends… https://t.co/NyxM4iFdXT,Thu Aug 30 13:36:55 +0000 2018,0.0,0.0,1.0,0.0
275,Fox News,"RT @FoxBusiness: US consumer spending increases strongly; inflation rising
https://t.co/cgtpYrCwU7",Thu Aug 30 13:31:37 +0000 2018,0.2732,0.189,0.811,0.0
276,Fox News,"RT @FoxBusiness: US weekly jobless claims rise, labor market still tightening
https://t.co/k0qHGsiWma",Thu Aug 30 13:31:31 +0000 2018,0.0,0.0,1.0,0.0
277,Fox News,3 ‘extremist Muslim’ New Mexico compound suspects released after judge drops all charges https://t.co/Cz1jZWnriL,Thu Aug 30 13:30:00 +0000 2018,-0.5423,0.0,0.71,0.29
278,Fox News,'It's Disgusting': Homan Slams Cuomo for Calling ICE a 'Bunch of Thugs' https://t.co/8m0DebKadE,Thu Aug 30 13:25:00 +0000 2018,0.0,0.0,1.0,0.0
279,Fox News,North Carolina UPS driver's 3-word failed delivery note becomes viral hit https://t.co/DxNKiLOSUg,Thu Aug 30 13:15:00 +0000 2018,-0.5106,0.0,0.769,0.231
280,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/wrhMpMiH3X https://t.co/0FYaTgtiia,Thu Aug 30 13:00:16 +0000 2018,0.0,0.0,1.0,0.0
281,The New York Times,"The disapproval for Andrew Cuomo at a debate watch party in Brooklyn was so loud, and so ready, that the crowd bare… https://t.co/HEqs8Il87B",Thu Aug 30 12:46:03 +0000 2018,0.7133,0.229,0.771,0.0
282,The New York Times,How John McCain spent 8 months planning the week after he would die https://t.co/go2e6EGviS,Thu Aug 30 12:30:05 +0000 2018,-0.5994,0.0,0.755,0.245
283,The New York Times,President Trump on Wednesday accused China of undermining the American-led pressure campaign against North Korea. C… https://t.co/jlaflmX7Ni,Thu Aug 30 12:14:04 +0000 2018,-0.7096,0.0,0.67,0.33
284,The New York Times,"When public school students in Detroit return to their classrooms next week, the water fountains will be dry https://t.co/CzMwzP8Scy",Thu Aug 30 12:00:02 +0000 2018,0.0,0.0,1.0,0.0
285,The New York Times,Karen Monahan's allegations against Representative Keith Ellison are turning into a test among many liberals for wh… https://t.co/24d7L2YMhg,Thu Aug 30 11:50:08 +0000 2018,0.0,0.0,1.0,0.0
286,The New York Times,"RT @cliffordlevy: NYT scoop:
Before the 2016 election, Trump devised a plan to buy up decades of dirt that the National Enquirer had collec…",Thu Aug 30 11:40:06 +0000 2018,-0.2023,0.064,0.84,0.096
287,The New York Times,Missed the Cuomo-Nixon debate? Here are six takeaways. https://t.co/EkxP93heiH,Thu Aug 30 11:30:07 +0000 2018,-0.296,0.0,0.784,0.216
288,The New York Times,The Florida governor’s race was supposed to come down to a predictable face-off between the establishment Republica… https://t.co/hzhNXp6pIx,Thu Aug 30 11:15:05 +0000 2018,0.0,0.0,1.0,0.0
289,The New York Times,President Trump and Michael Cohen devised a plan to buy up all the dirt on Trump that the National Enquirer had col… https://t.co/6lanuNUVyV,Thu Aug 30 10:59:02 +0000 2018,-0.34,0.0,0.897,0.103
290,The New York Times,"""I turned in materials that may contribute to an honest investigation,"" said Rain Dove, the gender-nonconforming mo… https://t.co/BPZdEuz6Jw",Thu Aug 30 10:44:01 +0000 2018,0.5106,0.163,0.837,0.0
291,The New York Times,"RT @tariqpanja: A peak inside the Wild West world of the international football transfer market: At Transfer Time in Lithuania, Prospects a…",Thu Aug 30 10:30:02 +0000 2018,0.296,0.099,0.901,0.0
292,The New York Times,"The husband of Nazanin Zaghari-Ratcliffe said her return to prison had been so agonizing that ""in some ways she wis… https://t.co/tlbioMr3uU",Thu Aug 30 10:14:02 +0000 2018,-0.8419,0.0,0.703,0.297
293,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/1pPAF205kI https://t.co/AkquE9tFvh,Thu Aug 30 10:00:06 +0000 2018,0.0,0.0,1.0,0.0
294,The New York Times,"Vladimir Putin took the rare step of softening a government decision in the face of public pressure, diluting some… https://t.co/roMp9HMVHv",Thu Aug 30 09:44:07 +0000 2018,-0.296,0.0,0.891,0.109
295,The New York Times,"Rudy Giuliani, President Trump's personal lawyer, sent a letter to Romania's president criticizing the country's an… https://t.co/nhnJ8wTUmG",Thu Aug 30 09:30:06 +0000 2018,-0.3612,0.0,0.857,0.143
296,The New York Times,"""In a country as rich as Scotland, it's unacceptable that anyone should struggle to buy basic sanitary products,"" s… https://t.co/sFgSiMXY79",Thu Aug 30 09:16:04 +0000 2018,-0.1779,0.145,0.643,0.213
297,The New York Times,"When Mohamed Salah is on the offensive, you better watch out. But this week he turned his devastating focus on a ne… https://t.co/HTXOiNKWv1",Thu Aug 30 09:00:13 +0000 2018,-0.6597,0.099,0.651,0.25
298,The New York Times,"As awkward as the conversation can be, making more money often means asking for more money https://t.co/P7zj4lZihf",Thu Aug 30 08:45:04 +0000 2018,-0.1531,0.0,0.909,0.091
299,The New York Times,The prognosis for British and American prisoners incarcerated in Iran is bleak. A look at some of the cases. https://t.co/lTHelTTNHt,Thu Aug 30 08:30:13 +0000 2018,-0.5106,0.0,0.845,0.155
300,BBC News (World),RT @BBCNorthAmerica: Los Angeles 'dine-and-dash' dater faces possible jail time https://t.co/nLdgI3NobU,Wed Aug 29 18:05:19 +0000 2018,0.0,0.0,1.0,0.0
301,BBC News (World),Don McGahn: Trump says White House counsel to depart https://t.co/icoPvuzVhl,Wed Aug 29 16:53:56 +0000 2018,0.0,0.0,1.0,0.0
302,BBC News (World),Hurricane Maria: Puerto Rico mayor derides Trump actions https://t.co/BWGaKO4P28,Wed Aug 29 16:25:08 +0000 2018,-0.25,0.0,0.8,0.2
303,BBC News (World),Russia's Putin embraces higher pension age but softens blow https://t.co/R08WhmVQU1,Wed Aug 29 16:22:07 +0000 2018,0.0,0.0,1.0,0.0
304,BBC News (World),UN condemns Nicaragua government 'repression and torture' https://t.co/gi9vop44Ev,Wed Aug 29 15:35:19 +0000 2018,-0.8689,0.0,0.338,0.662
305,BBC News (World),Why Australia's PM is 'keeping enemies close' in government reboot https://t.co/w1lIY76sqb,Wed Aug 29 15:00:25 +0000 2018,-0.4939,0.0,0.758,0.242
306,BBC News (World),Scallop wars: Could Brexit calm troubled waters? https://t.co/fyH8rG072r,Wed Aug 29 14:54:41 +0000 2018,-0.6486,0.165,0.36,0.475
307,BBC News (World),Wiesbaden in Germany removes gold statue of Turkey's President Erdogan https://t.co/6UnBnmaSuG,Wed Aug 29 14:21:20 +0000 2018,0.0,0.0,1.0,0.0
308,BBC News (World),"RT @VictoriaLIVE: My 9-year-old son killed himself after enduring “homophobic bullying” at school.
Leia Rochelle Pierce from Denver, Colora…",Wed Aug 29 13:56:47 +0000 2018,-0.6705,0.0,0.8,0.2
309,BBC News (World),"RT @BBCSport: Germany manager Joachim Low has said Mesut Ozil's claims of racism within the national team are ""exaggerated"".

Read: https:/…",Wed Aug 29 13:50:22 +0000 2018,-0.7351,0.0,0.754,0.246
310,BBC News (World),"Un-bee-lievable scenes 

🐝 🐝 🐝 🐝 🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝

Tap video to expand https://t.co/R26dDFT6mK",Wed Aug 29 13:48:07 +0000 2018,0.3182,0.247,0.753,0.0
311,BBC News (World),'Scallop row': French police pledge more boats to keep peace https://t.co/XXPuBd7369,Wed Aug 29 13:31:50 +0000 2018,0.5423,0.259,0.741,0.0
312,BBC News (World),Germany returns skulls of Namibian genocide victims https://t.co/vj8N36M6Kt,Wed Aug 29 13:30:53 +0000 2018,-0.3182,0.0,0.753,0.247
313,BBC News (World),Read this and weep 😭📚 https://t.co/eN85nSWNJZ,Wed Aug 29 13:22:05 +0000 2018,-0.5719,0.0,0.575,0.425
314,BBC News (World),Irish presidential election: Seán Gallagher to enter race https://t.co/XhejHSmDqa,Wed Aug 29 12:58:04 +0000 2018,0.0,0.0,1.0,0.0
315,BBC News (World),Two Irish police officers are injured after horse collides with car https://t.co/EvWW2NOfcK,Wed Aug 29 12:38:05 +0000 2018,-0.5859,0.0,0.676,0.324
